person,rel,behavior
Sid,has,Cooperative
Sid,has,Energetic
Sid,has,Friendly
Sid,has,Merry
Sid,has,Organized
Sid,has,Personable
Sid,has,Stubborn
Sid,has,Successful
Sid,wants,Bold
Sid,wants,Bright
Sid,wants,Careful
Sid,wants,Compassionate
Sid,wants,Dark
Sid,wants,Eager
Sid,wants,Fancy
Sid,wants,Giving
Sid,wants,Independent
Sid,wants,Naive
Sid,wants,Nervous
Sid,wants,Organized
Sid,wants,Pleasant
Sid,wants,Radical
Sid,wants,Reflective
Sid,wants,Timid
Sid,wants,Wise
Silas,has,Ambitious
Silas,has,Awkward
Silas,has,Daring
Silas,has,Fair
Silas,has,Honest
Silas,has,Intelligent
Silas,has,Light-hearted
Silas,has,Likeable
Silas,has,Loving
Silas,has,Prim
Silas,has,Stubborn
Silas,wants,Adventurous
Silas,wants,Awkward
Silas,wants,Clever
Silas,wants,Courageous
Silas,wants,Gracious
Silas,wants,Intelligent
Silas,wants,Knowledgeable
Silas,wants,Light-hearted
Silas,wants,Loving
Silas,wants,Opinionated
Silas,wants,Patriotic
Silas,wants,Perfectionist
Silas,wants,Pleasant
Silas,wants,Quiet
Silas,wants,Relaxed
Silas,wants,Silly
Silas,wants,Unhappy
Simonne,has,Bold
Simonne,has,Careless
Simonne,has,Devout
Simonne,has,Efficient
Simonne,has,Friendly
Simonne,has,Gentle
Simonne,has,Gorgeous
Simonne,has,Knowledgeable
Simonne,has,Mature
Simonne,has,Rebellious
Simonne,has,Reflective
Simonne,has,Rich
Simonne,has,Self-conscious
Simonne,has,Silly
Simonne,has,Stubborn
Simonne,has,Tantalizing
Simonne,has,Tolerant
Simonne,wants,Ambitious
Simonne,wants,Bold
Simonne,wants,Clumsy
Simonne,wants,Confident
Simonne,wants,Eager
Simonne,wants,Gentle
Simonne,wants,Lovable
Simonne,wants,Manipulative
Simonne,wants,Neat
Simonne,wants,Pleasant
Simonne,wants,Popular
Simonne,wants,Sarcastic
Simonne,wants,Sensible
Simonne,wants,Serious
Simonne,wants,Simple
Simonne,wants,Studious
Simonne,wants,Unique
So,has,Accepting
So,has,Bossy
So,has,Careless
So,has,Disagreeable
So,has,Hard-working
So,has,Popular
So,has,Quiet
So,has,Respectful
So,has,Simple
So,has,Vain
So,wants,Articulate
So,wants,Cooperative
So,wants,Creative
So,wants,Devout
So,wants,Disagreeable
So,wants,Friendly
So,wants,Helpful
So,wants,Opinionated
So,wants,Self-confident
So,wants,Selfish
So,wants,Shy
So,wants,Smart
So,wants,Thrilling
So,wants,Unlucky
Sol,has,Ambitious
Sol,has,Athletic
Sol,has,Awkward
Sol,has,Busy
Sol,has,Caring
Sol,has,Clumsy
Sol,has,Expert
Sol,has,Giving
Sol,has,Humble
Sol,has,Keen
Sol,has,Likeable
Sol,has,Prim
Sol,has,Tantalizing
Sol,has,Trusting
Sol,has,Wise
Sol,wants,Bossy
Sol,wants,Cautious
Sol,wants,Creative
Sol,wants,Disgruntled
Sol,wants,Dreamer
Sol,wants,Expert
Sol,wants,Fun-loving
Sol,wants,Light
Sol,wants,Passive
Sol,wants,Personable
Sol,wants,Sarcastic
Sol,wants,Self-conscious
Sol,wants,Thrilling
Sol,wants,Timid
Sol,wants,Tireless
Solomon,has,Able
Solomon,has,Aggressive
Solomon,has,Bossy
Solomon,has,Creative
Solomon,has,Daring
Solomon,has,Forgiving
Solomon,has,Helpful
Solomon,has,Independent
Solomon,has,Light-hearted
Solomon,has,Loving
Solomon,has,Merry
Solomon,has,Nervous
Solomon,has,Obnoxious
Solomon,has,Reliable
Solomon,has,Smart
Solomon,has,Thrilling
Solomon,wants,Awkward
Solomon,wants,Bossy
Solomon,wants,Embarrassed
Solomon,wants,Fancy
Solomon,wants,Friendly
Solomon,wants,Generous
Solomon,wants,Gracious
Solomon,wants,Merry
Solomon,wants,Proud
Solomon,wants,Respectful
Solomon,wants,Rude
Solomon,wants,Smart
Solomon,wants,Timid
Solomon,wants,Ugly
Solomon,wants,Willing
Stan,has,Bossy
Stan,has,Eager
Stan,has,Frustrated
Stan,has,Hard-working
Stan,has,Kind
Stan,has,Lovable
Stan,has,Mischievous
Stan,has,Religious
Stan,has,Reverent
Stan,has,Unselfish
Stan,has,Wise
Stan,wants,Aggressive
Stan,wants,Ambitious
Stan,wants,Annoying
Stan,wants,Confident
Stan,wants,Fighter
Stan,wants,Lovable
Stan,wants,Manipulative
Stan,wants,Patriotic
Stan,wants,Realistic
Stan,wants,Reserved
Stan,wants,Rigid
Stan,wants,Sad
Stan,wants,Serious
Stan,wants,Strong
Stan,wants,Thrilling
Stan,wants,Trusting
Stan,wants,Understanding
Stanford,has,Boastful
Stanford,has,Busy
Stanford,has,Careful
Stanford,has,Imaginative
Stanford,has,Intelligent
Stanford,has,Kind
Stanford,has,Likeable
Stanford,has,Mature
Stanford,has,Naive
Stanford,has,Respectful
Stanford,has,Trusting
Stanford,has,Wild
Stanford,wants,Awkward
Stanford,wants,Dark
Stanford,wants,Defiant
Stanford,wants,Demanding
Stanford,wants,Dreamer
Stanford,wants,Embarrassed
Stanford,wants,Energetic
Stanford,wants,Excited
Stanford,wants,Giving
Stanford,wants,Hard-working
Stanford,wants,Materialistic
Stanford,wants,Melancholy
Stanford,wants,Mischievous
Stanford,wants,Passive
Stanford,wants,Realistic
Stanford,wants,Short
Stanford,wants,Tricky
Starla,has,Bright
Starla,has,Cheerful
Starla,has,Cooperative
Starla,has,Defiant
Starla,has,Disagreeable
Starla,has,Judgmental
Starla,has,Naive
Starla,has,Simple
Starla,has,Tantalizing
Starla,has,Tricky
Starla,has,Unhappy
Starla,has,Unique
Starla,wants,Boastful
Starla,wants,Creative
Starla,wants,Demanding
Starla,wants,Determined
Starla,wants,Disagreeable
Starla,wants,Efficient
Starla,wants,Fighter
Starla,wants,Friendly
Starla,wants,Inventive
Starla,wants,Judgmental
Starla,wants,Keen
Starla,wants,Light-hearted
Starla,wants,Likeable
Starla,wants,Manipulative
Starla,wants,Nervous
Starla,wants,Relaxed
Starla,wants,Reliable
Starla,wants,Responsible
Starla,wants,Successful
Stasia,has,Boastful
Stasia,has,Careful
Stasia,has,Careless
Stasia,has,Creative
Stasia,has,Grouchy
Stasia,has,Imaginative
Stasia,has,Independent
Stasia,has,Lazy
Stasia,has,Light
Stasia,has,Religious
Stasia,has,Tolerant
Stasia,has,Willing
Stasia,wants,Arrogant
Stasia,wants,Awkward
Stasia,wants,Cautious
Stasia,wants,Courageous
Stasia,wants,Dark
Stasia,wants,Defiant
Stasia,wants,Determined
Stasia,wants,Faithful
Stasia,wants,Frustrated
Stasia,wants,Generous
Stasia,wants,Prim
Stasia,wants,Reflective
Stasia,wants,Selfish
Stasia,wants,Tall
Stasia,wants,Unlucky
Stasia,wants,Witty
Stefania,has,Arrogant
Stefania,has,Courageous
Stefania,has,Dainty
Stefania,has,Forgiving
Stefania,has,Funny
Stefania,has,Knowledgeable
Stefania,has,Leader
Stefania,has,Organized
Stefania,has,Proper
Stefania,has,Timid
Stefania,has,Unlucky
Stefania,wants,Bossy
Stefania,wants,Caring
Stefania,wants,Clever
Stefania,wants,Compassionate
Stefania,wants,Creative
Stefania,wants,Curious
Stefania,wants,Determined
Stefania,wants,Noisy
Stefania,wants,Outgoing
Stefania,wants,Plain
Stefania,wants,Prim
Stefania,wants,Smart
Stefania,wants,Wild
Stefania,wants,Wise
Stephanie,has,Busy
Stephanie,has,Clumsy
Stephanie,has,Considerate
Stephanie,has,Courageous
Stephanie,has,Daring
Stephanie,has,Fair
Stephanie,has,Fancy
Stephanie,has,Happy
Stephanie,has,Hopeful
Stephanie,has,Imaginative
Stephanie,has,Intelligent
Stephanie,has,Keen
Stephanie,has,Light
Stephanie,has,Popular
Stephanie,has,Reliable
Stephanie,has,Trusting
Stephanie,has,Unhappy
Stephanie,has,Unselfish
Stephanie,wants,Demanding
Stephanie,wants,Kind
Stephanie,wants,Light-hearted
Stephanie,wants,Likeable
Stephanie,wants,Passive
Stephanie,wants,Patriotic
Stephanie,wants,Proper
Stephanie,wants,Responsible
Stephanie,wants,Sad
Stephanie,wants,Tense
Stephanie,wants,Vain
Stephen,has,Clumsy
Stephen,has,Demanding
Stephen,has,Friendly
Stephen,has,Giving
Stephen,has,Leader
Stephen,has,Lovable
Stephen,has,Materialistic
Stephen,has,Organized
Stephen,has,Questioning
Stephen,has,Reliable
Stephen,has,Sensible
Stephen,has,Thoughtful
Stephen,has,Thrilling
Stephen,has,Tolerant
Stephen,has,Trusting
Stephen,has,Unique
Stephen,wants,Brave
Stephen,wants,Careful
Stephen,wants,Clever
Stephen,wants,Devout
Stephen,wants,Embarrassed
Stephen,wants,Friendly
Stephen,wants,Gentle
Stephen,wants,Intelligent
Stephen,wants,Leader
Stephen,wants,Outgoing
Stephen,wants,Popular
Stephen,wants,Relaxed
Stephen,wants,Rich
Stephen,wants,Strong
Stephen,wants,Tender
Stephen,wants,Tense
Stephen,wants,Timid
Stephen,wants,Tricky
Stephen,wants,Zany
Stephenie,has,Able
Stephenie,has,Ambitious
Stephenie,has,Handsome
Stephenie,has,Joyful
Stephenie,has,Judgmental
Stephenie,has,Materialistic
Stephenie,has,Rigid
Stephenie,has,Silly
Stephenie,has,Simple
Stephenie,has,Trusting
Stephenie,wants,Bold
Stephenie,wants,Compassionate
Stephenie,wants,Determined
Stephenie,wants,Dreamer
Stephenie,wants,Excited
Stephenie,wants,Forgiving
Stephenie,wants,Funny
Stephenie,wants,Happy
Stephenie,wants,Keen
Stephenie,wants,Likeable
Stephenie,wants,Noisy
Stephenie,wants,Perfectionist
Stephenie,wants,Realistic
Stephenie,wants,Rude
Stephenie,wants,Self-conscious
Stephenie,wants,Simple-minded
Stephenie,wants,Tireless
Stephenie,wants,Unselfish
Stephnie,has,Arrogant
Stephnie,has,Articulate
Stephnie,has,Bright
Stephnie,has,Caring
Stephnie,has,Cautious
Stephnie,has,Generous
Stephnie,has,Humble
Stephnie,has,Humorous
Stephnie,has,Lazy
Stephnie,has,Light-hearted
Stephnie,has,Merry
Stephnie,has,Realistic
Stephnie,has,Self-confident
Stephnie,has,Selfish
Stephnie,has,Thrilling
Stephnie,has,Vain
Stephnie,wants,Annoying
Stephnie,wants,Busy
Stephnie,wants,Courageous
Stephnie,wants,Dainty
Stephnie,wants,Determined
Stephnie,wants,Embarrassed
Stephnie,wants,Fighter
Stephnie,wants,Knowledgeable
Stephnie,wants,Serious
Stephnie,wants,Wild
Sterling,has,Considerate
Sterling,has,Excited
Sterling,has,Free
Sterling,has,Friendly
Sterling,has,Funny
Sterling,has,Independent
Sterling,has,Materialistic
Sterling,has,Outgoing
Sterling,has,Pretty
Sterling,has,Reliable
Sterling,has,Religious
Sterling,has,Sarcastic
Sterling,has,Simple-minded
Sterling,has,Willing
Sterling,wants,Accepting
Sterling,wants,Clever
Sterling,wants,Courageous
Sterling,wants,Demanding
Sterling,wants,Determined
Sterling,wants,Faithful
Sterling,wants,Friendly
Sterling,wants,Gorgeous
Sterling,wants,Humorous
Sterling,wants,Lively
Sterling,wants,Plain
Sterling,wants,Proper
Sterling,wants,Quiet
Sterling,wants,Self-conscious
Sterling,wants,Timid
Sterling,wants,Witty
Stewart,has,Accepting
Stewart,has,Athletic
Stewart,has,Calm
Stewart,has,Excited
Stewart,has,Gracious
Stewart,has,Knowledgeable
Stewart,has,Light
Stewart,has,Selfish
Stewart,has,Stable
Stewart,has,Tall
Stewart,has,Tough
Stewart,has,Wild
Stewart,wants,Annoying
Stewart,wants,Bright
Stewart,wants,Gentle
Stewart,wants,Impulsive
Stewart,wants,Independent
Stewart,wants,Melancholy
Stewart,wants,Naive
Stewart,wants,Poor
Stewart,wants,Stable
Stewart,wants,Tolerant
Stewart,wants,Trusting
Stewart,wants,Unlucky
Stewart,wants,Wild
Stewart,wants,Willing
Sumiko,has,Ambitious
Sumiko,has,Annoying
Sumiko,has,Awkward
Sumiko,has,Dainty
Sumiko,has,Faithful
Sumiko,has,Funny
Sumiko,has,Generous
Sumiko,has,Melancholy
Sumiko,has,Opinionated
Sumiko,has,Plain
Sumiko,has,Reliable
Sumiko,has,Serious
Sumiko,has,Simple-minded
Sumiko,has,Tough
Sumiko,has,Trusting
Sumiko,has,Vain
Sumiko,has,Witty
Sumiko,wants,Annoying
Sumiko,wants,Careful
Sumiko,wants,Clever
Sumiko,wants,Expert
Sumiko,wants,Fancy
Sumiko,wants,Fighter
Sumiko,wants,Independent
Sumiko,wants,Judgmental
Sumiko,wants,Lazy
Sumiko,wants,Personable
Sumiko,wants,Rude
Sung,has,Arrogant
Sung,has,Bossy
Sung,has,Busy
Sung,has,Confident
Sung,has,Determined
Sung,has,Imaginative
Sung,has,Kind
Sung,has,Manipulative
Sung,has,Mature
Sung,has,Passive
Sung,has,Plain
Sung,has,Tender
Sung,has,Tense
Sung,has,Thoughtful
Sung,has,Understanding
Sung,has,Unhappy
Sung,has,Unlucky
Sung,wants,Annoying
Sung,wants,Boastful
Sung,wants,Bold
Sung,wants,Clumsy
Sung,wants,Creative
Sung,wants,Dainty
Sung,wants,Impulsive
Sung,wants,Knowledgeable
Sung,wants,Merry
Sung,wants,Popular
Susan,has,Adventurous
Susan,has,Aggressive
Susan,has,Calm
Susan,has,Eager
Susan,has,Faithful
Susan,has,Funny
Susan,has,Gracious
Susan,has,Intelligent
Susan,has,Perfectionist
Susan,has,Shy
Susan,has,Unlucky
Susan,has,Willing
Susan,has,Zany
Susan,wants,Annoying
Susan,wants,Daring
Susan,wants,Eager
Susan,wants,Impulsive
Susan,wants,Light
Susan,wants,Lovable
Susan,wants,Mature
Susan,wants,Proud
Susan,wants,Smart
Susan,wants,Stable
Susann,has,Accepting
Susann,has,Adventurous
Susann,has,Cheerful
Susann,has,Cooperative
Susann,has,Daring
Susann,has,Energetic
Susann,has,Free
Susann,has,Hopeful
Susann,has,Humorous
Susann,has,Loving
Susann,has,Outgoing
Susann,has,Pleasing
Susann,has,Popular
Susann,has,Quiet
Susann,has,Radical
Susann,has,Rebellious
Susann,has,Self-confident
Susann,has,Sensible
Susann,has,Tireless
Susann,wants,Bold
Susann,wants,Cautious
Susann,wants,Clever
Susann,wants,Considerate
Susann,wants,Dark
Susann,wants,Light-hearted
Susann,wants,Melancholy
Susann,wants,Naive
Susann,wants,Pitiful
Susann,wants,Popular
Susann,wants,Proud
Susann,wants,Reliable
Susann,wants,Rude
Susann,wants,Sad
Susann,wants,Sensible
Susann,wants,Tricky
Susann,wants,Unhappy
Susann,wants,Unlucky
Susanna,has,Aggressive
Susanna,has,Clever
Susanna,has,Compassionate
Susanna,has,Fun-loving
Susanna,has,Manipulative
Susanna,has,Patient
Susanna,has,Personable
Susanna,has,Quiet
Susanna,has,Radical
Susanna,has,Reflective
Susanna,has,Reserved
Susanna,has,Sensible
Susanna,has,Short
Susanna,has,Simple
Susanna,has,Stubborn
Susanna,has,Tender
Susanna,has,Tireless
Susanna,has,Unhappy
Susanna,wants,Able
Susanna,wants,Adventurous
Susanna,wants,Aggressive
Susanna,wants,Complex
Susanna,wants,Daring
Susanna,wants,Defiant
Susanna,wants,Imaginative
Susanna,wants,Kind
Susanna,wants,Nervous
Susanna,wants,Obnoxious
Susanna,wants,Prim
Susanna,wants,Sensible
Susanna,wants,Sensitive
Susanna,wants,Timid
Susanna,wants,Trusting
Susanna,wants,Wild
Suzette,has,Athletic
Suzette,has,Careful
Suzette,has,Demanding
Suzette,has,Fancy
Suzette,has,Free
Suzette,has,Friendly
Suzette,has,Generous
Suzette,has,Gracious
Suzette,has,Joyful
Suzette,has,Perfectionist
Suzette,has,Proud
Suzette,has,Sad
Suzette,has,Self-confident
Suzette,has,Understanding
Suzette,has,Zany
Suzette,wants,Brave
Suzette,wants,Careless
Suzette,wants,Complex
Suzette,wants,Dark
Suzette,wants,Defiant
Suzette,wants,Hard-working
Suzette,wants,Neat
Suzette,wants,Opinionated
Suzette,wants,Realistic
Suzette,wants,Reverent
Suzette,wants,Rich
Suzette,wants,Tall
Suzette,wants,Unlucky
Suzy,has,Aggressive
Suzy,has,Bright
Suzy,has,Creative
Suzy,has,Helpful
Suzy,has,Light
Suzy,has,Lovable
Suzy,has,Manipulative
Suzy,has,Self-confident
Suzy,has,Sensitive
Suzy,has,Ugly
Suzy,wants,Conceited
Suzy,wants,Cooperative
Suzy,wants,Embarrassed
Suzy,wants,Energetic
Suzy,wants,Excited
Suzy,wants,Frustrated
Suzy,wants,Gorgeous
Suzy,wants,Intelligent
Suzy,wants,Plain
Suzy,wants,Pleasing
Suzy,wants,Strong
Suzy,wants,Tall
Suzy,wants,Tireless
Syble,has,Aggressive
Syble,has,Cautious
Syble,has,Compassionate
Syble,has,Determined
Syble,has,Energetic
Syble,has,Fair
Syble,has,Giving
Syble,has,Gracious
Syble,has,Leader
Syble,has,Neat
Syble,has,Obnoxious
Syble,has,Reserved
Syble,has,Self-conscious
Syble,has,Tireless
Syble,has,Tough
Syble,has,Unselfish
Syble,has,Zany
Syble,wants,Careful
Syble,wants,Cheerful
Syble,wants,Curious
Syble,wants,Daring
Syble,wants,Devout
Syble,wants,Efficient
Syble,wants,Generous
Syble,wants,Independent
Syble,wants,Keen
Syble,wants,Pretty
Syble,wants,Radical
Syble,wants,Reverent
Syble,wants,Self-confident
Syble,wants,Tall
Syble,wants,Tender
Syble,wants,Tense
Syble,wants,Tolerant
Sydney,has,Accepting
Sydney,has,Confident
Sydney,has,Cooperative
Sydney,has,Demanding
Sydney,has,Friendly
Sydney,has,Gentle
Sydney,has,Leader
Sydney,has,Passive
Sydney,has,Reliable
Sydney,has,Studious
Sydney,has,Unselfish
Sydney,has,Wild
Sydney,wants,Ambitious
Sydney,wants,Conceited
Sydney,wants,Disgruntled
Sydney,wants,Dreamer
Sydney,wants,Funny
Sydney,wants,Impulsive
Sydney,wants,Jealous
Sydney,wants,Neat
Sydney,wants,Nervous
Sydney,wants,Pitiful
Sydney,wants,Shy
Sydney,wants,Silly
Sydney,wants,Warm
Syreeta,has,Bright
Syreeta,has,Clumsy
Syreeta,has,Intelligent
Syreeta,has,Jealous
Syreeta,has,Lovable
Syreeta,has,Manipulative
Syreeta,has,Melancholy
Syreeta,has,Merry
Syreeta,has,Naive
Syreeta,has,Noisy
Syreeta,has,Patient
Syreeta,has,Tireless
Syreeta,has,Trusting
Syreeta,has,Vain
Syreeta,has,Willing
Syreeta,wants,Caring
Syreeta,wants,Conceited
Syreeta,wants,Confident
Syreeta,wants,Curious
Syreeta,wants,Excited
Syreeta,wants,Honest
Syreeta,wants,Judgmental
Syreeta,wants,Materialistic
Syreeta,wants,Mischievous
Syreeta,wants,Obnoxious
Syreeta,wants,Timid
Syreeta,wants,Trusting
Syreeta,wants,Unlucky
Syreeta,wants,Wild
Tabetha,has,Bossy
Tabetha,has,Clumsy
Tabetha,has,Courageous
Tabetha,has,Creative
Tabetha,has,Disagreeable
Tabetha,has,Eager
Tabetha,has,Energetic
Tabetha,has,Intelligent
Tabetha,has,Inventive
Tabetha,has,Noisy
Tabetha,has,Organized
Tabetha,has,Reserved
Tabetha,has,Sensible
Tabetha,has,Stubborn
Tabetha,has,Tolerant
Tabetha,has,Tricky
Tabetha,has,Wild
Tabetha,wants,Bossy
Tabetha,wants,Calm
Tabetha,wants,Conceited
Tabetha,wants,Disgruntled
Tabetha,wants,Giving
Tabetha,wants,Grouchy
Tabetha,wants,Judgmental
Tabetha,wants,Lovable
Tabetha,wants,Noisy
Tabetha,wants,Shy
Tabetha,wants,Stubborn
Tabetha,wants,Tireless
Tabetha,wants,Tough
Tabetha,wants,Ugly
Tabetha,wants,Unselfish
Tabetha,wants,Witty
Tai,has,Athletic
Tai,has,Curious
Tai,has,Dainty
Tai,has,Faithful
Tai,has,Fighter
Tai,has,Friendly
Tai,has,Humble
Tai,has,Joyful
Tai,has,Naive
Tai,has,Patriotic
Tai,has,Rebellious
Tai,has,Reverent
Tai,has,Understanding
Tai,wants,Accepting
Tai,wants,Brave
Tai,wants,Courageous
Tai,wants,Hard-working
Tai,wants,Independent
Tai,wants,Keen
Tai,wants,Nervous
Tai,wants,Passive
Tai,wants,Reliable
Tai,wants,Respectful
Tai,wants,Sensible
Tai,wants,Short
Tai,wants,Thoughtful
Tai,wants,Thrilling
Tai,wants,Tolerant
Tai,wants,Tough
Tai,wants,Unhappy
Tai,wants,Zany
Takako,has,Annoying
Takako,has,Boastful
Takako,has,Caring
Takako,has,Cautious
Takako,has,Dainty
Takako,has,Honest
Takako,has,Lively
Takako,has,Plain
Takako,has,Radical
Takako,has,Reverent
Takako,has,Selfish
Takako,has,Silly
Takako,wants,Fancy
Takako,wants,Friendly
Takako,wants,Lazy
Takako,wants,Likeable
Takako,wants,Materialistic
Takako,wants,Mature
Takako,wants,Nervous
Takako,wants,Pleasant
Takako,wants,Rebellious
Takako,wants,Rigid
Takako,wants,Ugly
Takisha,has,Athletic
Takisha,has,Bossy
Takisha,has,Daring
Takisha,has,Expert
Takisha,has,Free
Takisha,has,Fun-loving
Takisha,has,Grouchy
Takisha,has,Passive
Takisha,has,Questioning
Takisha,has,Responsible
Takisha,has,Rich
Takisha,has,Sensitive
Takisha,has,Willing
Takisha,wants,Embarrassed
Takisha,wants,Happy
Takisha,wants,Humble
Takisha,wants,Keen
Takisha,wants,Outgoing
Takisha,wants,Poor
Takisha,wants,Questioning
Takisha,wants,Respectful
Takisha,wants,Sarcastic
Takisha,wants,Sensitive
Takisha,wants,Tantalizing
Takisha,wants,Willing
Tamiko,has,Athletic
Tamiko,has,Bossy
Tamiko,has,Daring
Tamiko,has,Devout
Tamiko,has,Efficient
Tamiko,has,Friendly
Tamiko,has,Frustrated
Tamiko,has,Funny
Tamiko,has,Merry
Tamiko,has,Popular
Tamiko,has,Realistic
Tamiko,has,Selfish
Tamiko,has,Tireless
Tamiko,has,Unhappy
Tamiko,has,Unique
Tamiko,has,Unlucky
Tamiko,wants,Aggressive
Tamiko,wants,Boastful
Tamiko,wants,Brave
Tamiko,wants,Cautious
Tamiko,wants,Disagreeable
Tamiko,wants,Expert
Tamiko,wants,Forgiving
Tamiko,wants,Handsome
Tamiko,wants,Inventive
Tamiko,wants,Likeable
Tammara,has,Cautious
Tammara,has,Creative
Tammara,has,Disagreeable
Tammara,has,Disgruntled
Tammara,has,Grouchy
Tammara,has,Keen
Tammara,has,Noisy
Tammara,has,Outgoing
Tammara,has,Popular
Tammara,has,Self-confident
Tammara,has,Simple-minded
Tammara,has,Successful
Tammara,has,Tricky
Tammara,has,Trusting
Tammara,wants,Caring
Tammara,wants,Complex
Tammara,wants,Efficient
Tammara,wants,Helpful
Tammara,wants,Opinionated
Tammara,wants,Perfectionist
Tammara,wants,Reliable
Tammara,wants,Thrilling
Tammara,wants,Timid
Tammara,wants,Willing
Tarah,has,Cheerful
Tarah,has,Clever
Tarah,has,Curious
Tarah,has,Frustrated
Tarah,has,Fun-loving
Tarah,has,Handsome
Tarah,has,Humble
Tarah,has,Intelligent
Tarah,has,Likeable
Tarah,has,Manipulative
Tarah,has,Questioning
Tarah,has,Quiet
Tarah,has,Shy
Tarah,wants,Careless
Tarah,wants,Imaginative
Tarah,wants,Merry
Tarah,wants,Pitiful
Tarah,wants,Pleasing
Tarah,wants,Proper
Tarah,wants,Sad
Tarah,wants,Silly
Tarah,wants,Simple
Tarah,wants,Tough
Tarsha,has,Able
Tarsha,has,Arrogant
Tarsha,has,Athletic
Tarsha,has,Dreamer
Tarsha,has,Expert
Tarsha,has,Fancy
Tarsha,has,Fun-loving
Tarsha,has,Judgmental
Tarsha,has,Mature
Tarsha,has,Proper
Tarsha,has,Radical
Tarsha,has,Sad
Tarsha,has,Studious
Tarsha,has,Tireless
Tarsha,has,Trusting
Tarsha,has,Vain
Tarsha,wants,Arrogant
Tarsha,wants,Careful
Tarsha,wants,Conceited
Tarsha,wants,Daring
Tarsha,wants,Dark
Tarsha,wants,Defiant
Tarsha,wants,Devout
Tarsha,wants,Generous
Tarsha,wants,Handsome
Tarsha,wants,Loving
Tarsha,wants,Rich
Tarsha,wants,Selfish
Tarsha,wants,Studious
Tarsha,wants,Successful
Tatiana,has,Bold
Tatiana,has,Bright
Tatiana,has,Gorgeous
Tatiana,has,Grouchy
Tatiana,has,Hopeful
Tatiana,has,Kind
Tatiana,has,Proper
Tatiana,has,Rich
Tatiana,has,Studious
Tatiana,has,Vain
Tatiana,wants,Cautious
Tatiana,wants,Confident
Tatiana,wants,Considerate
Tatiana,wants,Expert
Tatiana,wants,Fancy
Tatiana,wants,Keen
Tatiana,wants,Manipulative
Tatiana,wants,Perfectionist
Tatiana,wants,Radical
Tatiana,wants,Self-confident
Tatiana,wants,Trusting
Tawana,has,Articulate
Tawana,has,Brave
Tawana,has,Confident
Tawana,has,Curious
Tawana,has,Disagreeable
Tawana,has,Gentle
Tawana,has,Jealous
Tawana,has,Light
Tawana,has,Mature
Tawana,has,Questioning
Tawana,has,Rigid
Tawana,wants,Athletic
Tawana,wants,Cautious
Tawana,wants,Complex
Tawana,wants,Embarrassed
Tawana,wants,Giving
Tawana,wants,Humorous
Tawana,wants,Inventive
Tawana,wants,Keen
Tawana,wants,Lovable
Tawana,wants,Organized
Tawana,wants,Personable
Tawana,wants,Quiet
Tawana,wants,Responsible
Tawana,wants,Self-conscious
Tawana,wants,Stable
Tawana,wants,Thoughtful
Ted,has,Athletic
Ted,has,Caring
Ted,has,Cooperative
Ted,has,Dainty
Ted,has,Generous
Ted,has,Joyful
Ted,has,Knowledgeable
Ted,has,Melancholy
Ted,has,Relaxed
Ted,has,Responsible
Ted,has,Smart
Ted,has,Tense
Ted,has,Timid
Ted,has,Vain
Ted,wants,Bright
Ted,wants,Careful
Ted,wants,Efficient
Ted,wants,Faithful
Ted,wants,Frustrated
Ted,wants,Handsome
Ted,wants,Helpful
Ted,wants,Neat
Ted,wants,Obnoxious
Ted,wants,Perfectionist
Ted,wants,Plain
Ted,wants,Proud
Ted,wants,Vain
Tegan,has,Confident
Tegan,has,Dark
Tegan,has,Excited
Tegan,has,Impulsive
Tegan,has,Mature
Tegan,has,Merry
Tegan,has,Obnoxious
Tegan,has,Sensible
Tegan,has,Silly
Tegan,has,Unselfish
Tegan,wants,Arrogant
Tegan,wants,Bright
Tegan,wants,Creative
Tegan,wants,Determined
Tegan,wants,Grouchy
Tegan,wants,Handsome
Tegan,wants,Hard-working
Tegan,wants,Honest
Tegan,wants,Joyful
Tegan,wants,Materialistic
Tegan,wants,Mature
Tegan,wants,Popular
Tegan,wants,Pretty
Tegan,wants,Reflective
Tegan,wants,Respectful
Tegan,wants,Stable
Tegan,wants,Tricky
Tegan,wants,Trusting
Tegan,wants,Warm
Teisha,has,Bossy
Teisha,has,Careless
Teisha,has,Cooperative
Teisha,has,Dark
Teisha,has,Excited
Teisha,has,Fighter
Teisha,has,Giving
Teisha,has,Handsome
Teisha,has,Lazy
Teisha,has,Leader
Teisha,has,Serious
Teisha,has,Simple
Teisha,has,Smart
Teisha,has,Stubborn
Teisha,has,Studious
Teisha,has,Successful
Teisha,has,Tall
Teisha,has,Tender
Teisha,wants,Articulate
Teisha,wants,Compassionate
Teisha,wants,Courageous
Teisha,wants,Fancy
Teisha,wants,Happy
Teisha,wants,Leader
Teisha,wants,Perfectionist
Teisha,wants,Tantalizing
Teisha,wants,Ugly
Teisha,wants,Witty
Teodoro,has,Arrogant
Teodoro,has,Devout
Teodoro,has,Gentle
Teodoro,has,Hard-working
Teodoro,has,Knowledgeable
Teodoro,has,Loving
Teodoro,has,Loyal
Teodoro,has,Manipulative
Teodoro,has,Radical
Teodoro,has,Witty
Teodoro,wants,Clumsy
Teodoro,wants,Curious
Teodoro,wants,Faithful
Teodoro,wants,Fancy
Teodoro,wants,Forgiving
Teodoro,wants,Impulsive
